gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
1110020A21Rik,18.52547387708295,0.3919323079318446,0.4589411477703773,0.2957314134733171,0.4411779882678086
1110032A03Rik,228.88680131811788,0.5650689594360816,0.3071605734142588,0.045373056282572,0.106846929285215
1110032F04Rik,17.56722185018095,-2.60148467263142,0.6656849914622659,6.431343977756171e-6,5.7093637764071016e-5
1110034G24Rik,94.76778480314522,0.11312106894241535,0.27038860672542914,0.6560024296738861,0.7616496023848657
1110037F02Rik,1131.16871927448,0.18146768250103762,0.1809685823309384,0.30268112822974363,0.4492319527991332
1110038B12Rik,765.6872531694136,-0.020552636644539775,0.2187279851768292,0.920186894708236,0.9500926353477862
1110038F14Rik,476.46326710817925,0.2221378130283181,0.26186579625692646,0.3678553911378323,0.515739294295838
1110046J04Rik,25.135165444480226,-0.7292928669277574,0.4768243697027513,0.057065337373711944,0.12774195539998073
1110051M20Rik,1452.1973511241456,0.3936158252618331,0.1642743853582145,0.014189705911331767,0.04170093270403099
1110059E24Rik,478.72335619689943,6.308678288498204e-4,0.2348628918990227,0.9991189446051522,0.9994732269167459
1110059G10Rik,279.453432471035,-0.1525614346004172,0.2369044745920517,0.4966278839276933,0.632673514051253
1110065P20Rik,340.4783267597298,0.022839056005671116,0.2320427885381058,0.9191883520014008,0.9496510007423122
